pressure,loading
1.0,0.0006
5000.0,2.826133333
10000.0,6.0588
15000.0,9.100866667
20000.0,12.2252
25000.0,16.39415
30000.0,20.635
35000.0,25.07945
38000.0,29.63948
39000.0,32.06447
40000.0,34.70261
40500.0,48.402815
41000.0,61.587872
41145.5,88.319118
41500.0,98.494668
41750.0,109.139939
42000.0,128.6433566
42250.0,142.549166
42500.0,160.506398
42750.0,163.273338
45000.0,167.84232
50000.0,175.44428
55000.0,178.38238
60000.0,180.82198
70000.0,185.27994
80000.0,189.24952
90000.0,191.82284
100000.0,194.53726
